id,name,set,cn,oid,cmc,ci,type
273fb2b6-3d11-4f0d-9fb0-0364353c2060,Island Sanctuary,LEB,26,7d1769d0-d942-45b3-a31c-2bbe45e68661,2,W,Enchantment
27611498-176f-435a-91ad-f97e8c5d26de,Bruvac the Grandiloquent,SLD,2181,274b999f-f193-48fd-9a4a-0fdaf535e6c3,3,U,Legendary Creature — Human Advisor
2765545b-5e2d-4d4c-b126-93415774a2e9,Necropotence,WOT,74,94a844d2-0574-45a7-b347-e0e329767c42,3,B,Enchantment
27b52628-de05-4ec1-9978-e998cf17bb26,"Thassa, Deep-Dwelling",THB,261,2396299a-c031-4020-b13e-1f9bf9d64511,4,U,Legendary Enchantment Creature — God
27d7ac1f-2243-4c70-95a4-2b7343c8d92d,Lord of Atlantis,LEB,63,cc7f290f-ca00-4285-9bdb-4b4402444f30,2,U,Creature — Merfolk
27db5cf4-e023-4bd8-9f51-4dc42957007e,Zulaport Cutthroat,SLD,156,76b003e0-15af-4f22-bdf2-1ade5430964a,2,B,Creature — Human Rogue Ally
27f916a2-0ace-44b5-99dc-72979af34db9,Clockwork Beast,LEA,236,eb97c8db-ac6c-476c-b14d-87785e9c82f0,6,,Artifact Creature — Beast
28028830-83ed-45e2-b495-3b9ad9d3e988,Mox Diamond,STH,138,f3c5978a-70fa-431f-933b-b954bd0db0ea,0,,Artifact
281172b9-15ce-4128-afe5-17cd47d87dc9,"Ugin, Eye of the Storms",PTDM,1p,5c58353a-fd60-4528-bf0d-669626cda0b2,7,,Legendary Planeswalker — Ugin
285e4f85-c54b-4dda-9b59-fca7a2626671,Sword of the Animist,SLD,1642,d79cbc61-6c15-48ea-bbba-3cffb819ccba,2,,Legendary Artifact — Equipment
287ba07e-6434-4850-940f-454fcab3f535,Sylvan Tutor,POR,188,935e0cac-51ee-4cb7-a209-f085e0f099ed,1,G,Sorcery
28a11489-11c5-4018-aab8-c9d036638414,Simulacrum Synthesizer,BIG,36,eb7a1f21-a66d-415b-8520-710b44890bb6,3,U,Artifact
28ce1dbc-508c-4d09-8e44-37bf5ebfdc8f,Traveling Chocobo,FIN,406,2e5675d3-3fb0-43b5-a65c-95aacbe48bf9,3,G,Creature — Bird
28e21c8c-5ad1-4830-8621-f0fd6500ca79,Teferi's Protection,STA,11,0d4ecdb1-ec90-497f-a7a4-1c68092b8757,3,W,Instant
290f395d-0827-4f62-b117-4766d4ab5dca,Wolf Pack,PTK,158,ec58a82f-8c78-4f88-90d5-e32d83be7a48,8,G,Creature — Wolf
291af6dc-9f71-4e8e-9ecc-24fa90aacb23,Grave Pact,9ED,135,6f4ac4a4-53ec-4bc9-8f5c-d4b801d867b2,4,B,Enchantment
2926777a-4f6e-4965-ba83-22cf7df02602,Lord of the Pit,LEA,114,ea152809-85a2-4fde-8251-3b1f267e4443,7,B,Creature — Demon
2973e855-fe93-41a1-a62e-4699ef2c3d1d,"Doctor Doom, Unrivaled",MSC,654,cb3dd50b-ce78-4727-b174-06f99fc5ec74,4,B,Legendary Creature — Human Sorcerer Villain
29ba5a2d-d787-4214-8cd7-7f2bcea938f8,Doubling Season,BBD,195,01546b7d-a233-4176-8843-d732074dc5b6,5,G,Enchantment
29dc1596-a2e7-4d60-9f99-89babaef8a06,Icy Manipulator,LEA,248,3608f1f7-8dc5-4dd1-ae91-c830e1de9529,4,,Artifact
2a25a785-ddd8-45e8-b10f-32d39f867ca7,Tsunami,SUM,222,ef2b1565-7b02-4cab-9031-beb1701ee929,4,G,Sorcery
2a58ec38-f1dc-4c69-9d26-a4599bce586a,"Zhang Fei, Fierce Warrior",PTK,32,f3f815b8-75c6-40e0-9716-872f0f5c9d46,6,W,Legendary Creature — Human Soldier Warrior
2a717b98-cdac-416d-bf6c-f6b6638e65d1,"Tamiyo, Inquisitive Student // Tamiyo, Seasoned Scholar",MH3,242,1ed9e351-0000-4b75-8ecb-d15bd88df68a,1,GU,Legendary Creature — Moonfolk Wizard // Legendary Planeswalker — Tamiyo
2a7cf252-1af0-4b03-89bc-8287b4052a23,Icy Manipulator,2ED,249,3608f1f7-8dc5-4dd1-ae91-c830e1de9529,4,,Artifact
2a87b26e-0431-42e9-b44f-94ba8546111a,Lure,LEA,211,7a7425ba-4478-4bc4-855f-abf947ea4fa2,3,G,Enchantment — Aura
2a9229b8-088e-4c8d-953a-9d8143a0200d,Fabricate,SLD,7124,422e1869-134f-463d-9fa1-86b66a998b3e,3,U,Sorcery
2ab9c69f-cb12-4095-af83-89319f00a3fa,Bloodchief Ascension,CMM,636,d5ea905b-4bb6-48d0-9082-c472703db550,1,B,Enchantment
2ac29c5c-3c55-4778-9bcd-642d38a0d3f9,City of Brass,7ED,327,f25351e3-539b-4bbc-b92d-6480acf4d722,0,,Land
2ac9fdee-ad50-486a-9fde-4aba6848a6c6,Arcane Signet,SLD,589,0bc7f093-bef0-4f1a-852c-4b75ebf54838,2,,Artifact
2ae1bb79-a931-4d2e-9cc9-a06862dc5cde,God-Eternal Bontu,PS19,92,183891b0-b5ec-47f4-8d09-b9d3cfc4e7f1,5,B,Legendary Creature — Zombie God
2b0e16d5-a3e5-4e58-9f97-3d967618f015,Quantum Riddler,EOE,305,58582fac-4c42-4a1c-9ab1-4a892b500da4,5,U,Creature — Sphinx
2b20d3e1-62ef-44db-8109-a33d4fa3e7f1,Exploration,CNS,164,0c2841bb-038c-4fbf-8360-bc0a1522b58d,1,G,Enchantment
2b234903-d7bf-4136-891a-0d66f49c2477,Celestial Prism,SUM,239,eb228a6c-bceb-45c3-a258-3f209682e1c6,3,,Artifact
2b347ecf-d032-4d6c-9b4b-6e33c08a0722,Displacer Kitten,PCLB,63p,09ef446c-a13d-49d9-a94c-cd5f5a2d440b,4,U,Creature — Cat Beast
2b42c421-da39-41e1-af2e-005aebb3a7c7,Swamp,PALP,10,56719f6a-1a6c-4c0a-8d21-18f7d7350b68,0,B,Basic Land — Swamp
2b7002f2-6846-4a53-921e-663ca5f99363,Doubling Cube,PLST,10E-321,9afd8f12-0796-4500-aaa3-10b4a46ef6ec,2,,Artifact
2b827094-fb2c-46db-b898-02e0c308601f,Merchant Ship,ARN,17,69556f6c-c05b-4902-bac7-012f0ed81b75,1,U,Creature — Human
2b871039-6a66-4ac3-95e7-24759c1f2f92,Merfolk of the Pearl Trident,LEA,66,218d9277-c179-4de3-9c7f-79b5a6d4fa38,1,U,Creature — Merfolk
2b9d2a9b-daf2-4ebe-bb8c-0b1d4dfa9e35,Grave Pact,CMM,639,6f4ac4a4-53ec-4bc9-8f5c-d4b801d867b2,4,B,Enchantment
2bb0e884-5bb4-41f3-b04b-6f638357c166,Chains of Mephistopheles,LEG,91,eae87919-6322-4bd2-ae9c-b1ce25d686da,2,B,Enchantment
2bb8c103-37c3-4c5f-9b3f-48d8b2292783,"Chatterfang, Squirrel General",BLC,82,f15b3b76-d38a-48db-bb44-3296183c8641,3,BG,Legendary Creature — Squirrel Warrior
2bca2cd2-4d4a-44e4-87c3-732692b77921,Flash Photography,FIC,463,a92ae7b0-cbbb-44a8-bfd8-2a68f4c1ce1a,4,U,Sorcery
2bd4202c-0477-45aa-82fd-83c85d6d4bef,Magical Hack,LEA,63,cba229fa-9035-405b-b091-3798898a37ee,1,U,Instant
2bd93079-b10e-4be3-9545-17fa3bc3bfd2,Arid Mesa,SPG,109,c5acf2a5-40f4-433d-a74d-1cb56c521464,0,,Land
2be38927-637b-4dce-b228-83ce4f50c4a4,Ravenous Tyrannosaurus,REX,18,9cfac390-4638-4654-8b50-65c0f0886b18,6,GR,Creature — Dinosaur
2be8d24e-1370-4e85-90f2-66b6d6e9c4a4,Sword of Truth and Justice,MH1,229,7a8baaf9-e21f-41a0-9f15-80764f6e5e68,3,,Artifact — Equipment
2c1dbc62-ceb5-4540-ae38-901e5deafc75,Arcades Sabboth,LEG,218,8ead94c5-8447-4f20-87ec-efdccde689fc,8,GUW,Legendary Creature — Elder Dragon
2c23b39b-a4d6-4f10-8ced-fa4b1ed2cf74,"Nicol Bolas, Dragon-God",PS19,207,581eedc4-efe4-4ae4-baf2-88071e7e6f6d,5,BRU,Legendary Planeswalker — Bolas
2c7ea1c6-30b2-4612-8911-03fde5ecbb2a,"Samut, Voice of Dissent",SLD,1451,b1eee275-5106-4c8d-a497-d7945ad81d74,5,GRW,Legendary Creature — Human Warrior
2c872b04-e80d-4c02-ac26-8f5cbb82e99f,"Atla Palani, Nest Tender",SLD,1397,b56cebe0-3752-4ce5-afbd-911543784015,4,GRW,Legendary Creature — Human Shaman
2c89261c-fff8-4145-9448-247a1f924409,"Purphoros, God of the Forge",PLST,THS-135,4fdbbec2-e921-4b63-958d-f9ba1e417197,4,R,Legendary Enchantment Creature — God
2c8b3180-6e29-484a-95f1-3e75af2766d3,Ancient Tomb,EOS,46,23467047-6dba-4498-b783-1ebc4f74b8c2,0,,Land
2ca5c829-0a07-4062-8550-c5dd443103a6,Guardian Project,RVR,433,4f9e07ae-6341-4b46-9f77-f17ab659d266,4,G,Enchantment
2cae1d08-5bda-4eeb-8134-bdb62ad6f44e,Marsh Flats,SPG,110,dab520d0-20b4-4273-ba6b-eb07f85ea433,0,,Land
2cba9d69-0a54-4a58-8d1a-25cca4f452a2,Exquisite Blood,SLD,1798,8f933fae-6c0c-42d7-a817-14760d8285cd,5,B,Enchantment
2cc0a11c-99f0-439d-a372-4fd77e007df4,Talisman of Creativity,SLD,1058,14d2979d-5728-42d7-a027-0eb1f754655d,2,RU,Artifact
2ce2d73f-3f64-44db-a2bc-a8f4a37dc487,Bruvac the Grandiloquent,RVR,35,274b999f-f193-48fd-9a4a-0fdaf535e6c3,3,U,Legendary Creature — Human Advisor
2cf6a3a3-4a06-4eb7-981a-b70cf05b2473,Ragnar,LEG,250,6d474413-e72f-414e-872f-aa00d38b7da4,3,GUW,Legendary Creature — Human Cleric
2cf7e8a3-fad7-413d-b17c-7519a9cf5fb5,"Cloud, Midgar Mercenary",FIN,10,33d2584b-bf29-4c22-bd45-14ba2fb98c0e,2,W,Legendary Creature — Human Soldier Mercenary
2cf97898-1e05-4c0e-896f-ba6713bf6a7b,Field of the Dead,SPG,28,aa959340-c869-4caa-92c7-572bd8d23eef,0,,Land
2d16cf1d-a7c3-4038-a648-299c1bedae99,"Zhao Zilong, Tiger General",PTK,33,22aa8e7f-b30d-49e2-b99e-9232e1a3bcf3,5,W,Legendary Creature — Human Soldier Warrior
2d1c66a7-a39e-4869-80c7-1cec89777e0d,Galadriel's Dismissal,LTC,500,e46d0b57-5eec-4ab6-b9a7-a5c5cc01cc34,1,W,Instant
2d1ced0f-a232-4a05-aa59-6e611b52d617,Meekstone,2ED,261,5ba73182-30a7-4bad-9cb6-c0feecc2db33,1,,Artifact
2d636573-287d-4f6f-93b0-12ddd8f3e6d1,Blaze of Glory,2ED,6,b330ac89-790e-4cc9-96a5-532c48252088,1,W,Instant
2d7097c9-2076-4ebc-8c9e-aa596351588c,Last March of the Ents,HOC,27,3999cd64-ff5c-4e2c-8aa6-d14f9f8a2b4c,8,G,Sorcery
2d7643c0-b2db-478f-944e-b27b77bad3eb,Stifle,SCG,52,b3b00911-ece7-4484-bc36-f211ce72b6cc,1,U,Instant
2db7a0e6-eea5-4fa6-ac14-401411b106cc,Unmask,MMQ,168,1a3a274d-41da-47db-ad41-5720f36a7963,4,B,Sorcery
2dd41293-d7c8-4422-9f0c-b3e96350f5c9,Ancestral Recall,2ED,48,550c74d4-1fcb-406a-b02a-639a760a4380,1,U,Instant
2dd78806-621a-4f9f-936c-527ec9659667,Bone Miser,SPG,87,3984e5f6-8643-4104-aa9c-18d474e07801,5,B,Creature — Zombie Wizard
2e009adf-aded-4d64-ba3e-ddc3448c967a,Dragon Whelp,LEB,142,705a1985-ed39-4a4b-812e-a677170b596e,4,R,Creature — Dragon
2e30b5ff-1239-4c4d-ac7c-554ecf8e1e27,Killer Bees,LEG,192,5da1f1af-d2e5-4e14-914b-d93f15626636,3,G,Creature — Insect
2e5cd12a-2a07-44a8-8eac-de00d26fe9e3,Lotus Vale,WTH,165,01fc5bb3-ebd7-4ab4-8aef-2ece1e1d9b7c,0,,Land
2e724422-e2a9-47a2-bf5a-6a1aa34fdd3d,Aura Shards,SLD,2694,8d03d050-391c-4311-8c42-4ee632d40fdc,3,GW,Enchantment
2e72f8cb-5bc3-4711-9b7c-a6eea9a0beaf,Nether Void,LEG,113,53bab610-1d27-4897-a4ad-cfecca82b811,4,B,World Enchantment
2e939761-3542-4044-9038-d1d30c6a38fc,Halfdane,LEG,229,2ee13155-a3b8-4cad-8e68-5d2c5aba3bb4,4,BUW,Legendary Creature — Shapeshifter
2ec2246d-8bea-43c4-bf7f-2acad363e0af,Ice Storm,2ED,202,a0b97e33-2d0c-4800-a9f5-9cd9be651ea8,3,G,Sorcery
2eed143f-450b-4465-afac-fc1751b85e2b,Instill Energy,SUM,203,8695c3c1-fb4b-4429-ae33-ec186f68796b,1,G,Enchantment — Aura
2f09e451-0246-45a2-8bfd-07d3c65ddfe6,Exploration,USG,250,0c2841bb-038c-4fbf-8360-bc0a1522b58d,1,G,Enchantment
2f18e125-ac4a-45d0-8055-98f59c77324e,Sol Ring,FBB,274,6ad8011d-3471-4369-9d68-b264cc027487,1,,Artifact
2f314ca8-19fa-4cc9-9d23-c280de3b79bc,Crucible of Worlds,PIP,357,33c722cf-b4bf-431f-aefd-ee96241a7fbf,3,,Artifact
2f532e49-5f70-4210-9b09-5a8ced370215,Surge of Strength,JP1,4,bd3e55cf-ffca-402c-91ea-2420035a9dd1,2,GR,Instant
2facf462-55cd-4da4-997f-2cf4add75628,Purelace,LEA,32,3773001a-8868-49ec-a406-298cf72359c2,1,W,Instant
2fb67912-3d3d-40d4-8aa0-141a8025b037,Badlands,FBB,282,13ff3222-91cb-4796-a34e-899ed817694c,0,BR,Land — Swamp Mountain
2fce5989-a2a0-4825-b90a-a1f78659b6e0,Ashcoat of the Shadow Swarm,J22,19,9cc69ea5-42a2-4306-ac6d-cff5adb20bcb,4,B,Legendary Creature — Rat Warlock
2fea0356-6684-4730-9eb4-0262856bc1f9,The Cabbage Merchant,TLE,134,e31808bb-fb6e-487b-a973-db44961c84ee,3,G,Legendary Creature — Human Citizen
2febfa1b-5a5e-411a-a7aa-f2ca6ee66f51,Terror of the Peaks,SLD,2650,f8e17f4f-080d-4bba-bd05-ca27e94ccecc,5,R,Creature — Dragon
2ff21a6f-83a7-4bf3-a078-294e303232cc,Uthden Troll,LEA,180,d6329dcc-b450-482a-8ee3-45449f7a4b3d,3,R,Creature — Troll
3003bf1e-8085-45d8-882b-c449109e7631,Singing Tree,ARN,54,23f9bee4-ac7e-4828-82c0-576fee0d29b7,4,G,Creature — Plant
3009ba46-c9f8-46dc-8ffc-2aa4cef7b17c,Demonic Tutor,STA,27,82004860-e589-4e38-8d61-8c0210e4ea39,2,B,Sorcery
30125a5d-f9cd-47df-9314-5ba2deff35ba,Scathe Zombies,SUM,127,e0fefaf0-da20-4d58-8db7-019dba16c780,3,B,Creature — Zombie
30641539-de35-46c7-99ab-e4478afe064c,Burgeoning,SLD,408,88cf4c1a-5863-45fc-b76d-7ad33b175b2b,1,G,Enchantment
306d22ae-657e-4b52-8cd9-6fc3df9e8376,Three Visits,PTK,153,1b882a0e-0ede-4d1a-bd1a-9b7cffbcde8e,2,G,Sorcery
30935e4a-013e-4c46-ad05-304df8e5dfa4,Copper Tablet,LEA,238,16d1023b-2162-4010-8bf4-218dbe7c99a0,2,,Artifact
3097b876-ffb4-4388-beb1-d25d887593b9,Phyrexian Tower,SLD,208,1861e642-21d5-4232-89f3-b5557f2946c1,0,B,Legendary Land
30ce1bf0-7561-418f-a217-3ce10f28be82,Taiga,LEB,283,22e3cf1d-3559-4ce1-954c-8dc815342979,0,GR,Land — Mountain Forest
30d1450f-2909-410e-9920-731278fa74de,Oubliette,ARN,31,c753e9e3-9374-4e3c-8622-94576a8c1da3,3,B,Enchantment
30e401e3-282b-4524-87e1-c6cd50cd6d00,Ancient Tomb,TMP,315,23467047-6dba-4498-b783-1ebc4f74b8c2,0,,Land
30f6058b-777b-4216-959e-d9435152aed2,Mishra's Factory,4BB,361,5963e0ef-e0bc-4611-ad4f-813a4c0eacfb,0,,Land
30fcbb16-f8e7-4f6e-a806-541ef54aa025,Two-Headed Giant of Foriys,LEB,180,38aa31bd-7145-43b9-9409-463d9ad6cd69,5,R,Creature — Giant
310de1ef-f1b6-4b61-9d6c-6b70382a7f95,Lightning Bolt,4BB,208,4457ed35-7c10-48c8-9776-456485fdf070,1,R,Instant
31415b9b-fb30-4132-a9a3-795b4573a901,Cursed Scroll,TMP,281,514752ea-d453-41d4-97cf-b1dcdb4b4a08,1,,Artifact
314671b3-26c6-463e-934c-93f62e704db6,Get Lost,PSPL,5,522dd417-364b-44ab-8ca9-fb55db5f26a6,2,W,Instant
31540016-1896-47f7-9c4d-f07598c75421,"Aragorn and Arwen, Wed",LTR,394,b8a3440a-03c5-444c-a1de-252524c3db82,6,GW,Legendary Creature — Human Elf Noble
31540dde-7cea-4eb1-896e-27e21b56f00a,Cavern-Hoard Dragon,LTC,114,939e8448-013a-4aef-9a92-7c883a77a1a0,9,R,Creature — Dragon
315a6bfb-5417-465f-97d9-e157f5c3cf79,Natural Selection,2ED,213,57f90b30-bcb0-447e-8788-5c5ded187207,1,G,Instant
3164be2f-28c9-4a33-bd70-d5089396538c,Wooded Foothills,MH3,441,6587a463-a108-4854-b6d1-944e89b8c8a4,0,,Land
316caa4e-a53a-460b-978c-5f0fba7bc549,Trinisphere,2XM,303,69d994f2-b8f6-425f-9655-977c2144d40c,3,,Artifact
317f1133-7cf8-4b7a-919e-88c45f8c2c3a,"Avacyn, Angel of Hope",CMM,14,216cb26e-8da9-478b-bfbc-8030f7adee72,8,W,Legendary Creature — Angel
317f1aff-9d0d-4003-84e9-3b63bd4e4fae,Dismember,SLD,1674,fd74f8eb-0253-42dd-8277-186d4934da38,3,B,Instant
3183897e-4f86-4020-b149-cc4c2451a6c0,"Emrakul, the Promised End",INR,330,4e7a8817-1a66-45c3-ade9-eac79b40b89f,13,,Legendary Creature — Eldrazi
318f8ec3-0613-448d-87d2-0bcc9e95da64,Black Market Connections,ACR,161,d2664f28-49e1-46f8-a863-b217e961a57c,3,B,Enchantment
319430fa-11e4-426e-8297-67df8474c3cc,Phyrexian Devourer,ALL,125,28b1ed69-784c-4642-86c7-104792d5afc2,6,,Artifact Creature — Phyrexian Construct
31bf3f14-b5df-498b-a1bb-965885c82401,Juzám Djinn,ARN,29,4e81596c-9225-43d1-bd35-798212144f2c,4,B,Creature — Djinn
31c687dc-ee0c-4e54-a2b3-5d8e633b3245,Two-Headed Giant of Foriys,LEA,179,38aa31bd-7145-43b9-9409-463d9ad6cd69,5,R,Creature — Giant
31d2422a-bb7d-4cdd-9aac-e5a936a4be3b,Karakas,LEG,303,59119143-c0fa-49dd-adf0-e2fd3029c48b,0,W,Legendary Land
31d3f007-67aa-47c1-81ae-a54c982dee83,Gandalf the White,LTR,732,5b3b5f6a-375e-4479-9384-a942eda83f9b,5,W,Legendary Creature — Avatar Wizard
3239a1e5-a002-4389-b9a7-049b1d60e2ac,Undercity Sewers,MKM,332,08d80efc-9542-4ba2-824c-c8615d8d07f2,0,BU,Land — Island Swamp
323e3084-8d84-474f-b208-a4637b1ccb51,Piracy,S99,45,131acf69-fa5c-4ce7-9e39-2677af4f8907,2,U,Sorcery
3247a7dd-f48c-4cb4-8475-4864acccef7a,Firestorm Phoenix,LEG,147,5653b40f-c566-4a14-b188-a9268ea36218,6,R,Creature — Phoenix
327cf118-cc92-4073-85d0-94d2a0a6989a,Scalding Tarn,ZEN,223,cb027150-848c-4a66-88ad-e20222304dd8,0,,Land
32a46d1d-df85-4388-acd6-91818aa9af80,Umezawa's Jitte,SLD,1865,1da10d5c-36a8-473f-a5d4-782ad61d8057,2,,Legendary Artifact — Equipment
32af6676-e780-4ebf-b2d3-0bc3436e527c,Wooded Foothills,MH3,467,6587a463-a108-4854-b6d1-944e89b8c8a4,0,,Land
32e03ed1-6d1e-4303-b67c-4a5a4f825e9c,"Cloud, Midgar Mercenary",PSPL,4,33d2584b-bf29-4c22-bd45-14ba2fb98c0e,2,W,Legendary Creature — Human Soldier Mercenary
32fd8b7c-baf3-4d3d-be6f-044a917b11a0,Roaming Throne,LCI,258,3640c29b-1534-4952-b297-619ade948431,4,,Artifact Creature — Golem
3308993d-8bfb-477a-887a-89ed35577f57,Jeska's Will,CLB,799,0fd114c4-092b-4e28-b0dc-ef529f3bc73e,3,R,Sorcery
33296718-0625-4422-a65c-b21cf99c52ec,Recall,LEG,70,4158f397-4ee4-4f53-90f2-3b64bfe4f9b8,1,U,Sorcery
336b3b8f-d104-4f06-ad4f-c92b8a9038ca,Hell's Caretaker,LEG,104,2f0d797e-d897-453d-92b6-a90e1a548dc5,4,B,Creature — Horror
33743b2c-9e30-458d-ada5-fd1cd5b25a5a,"Tifa, Martial Artist",FIC,206,0836c8d1-c453-4a3a-a52a-eb66839b8542,4,GRW,Legendary Creature — Human Monk
33887af0-680d-45a5-944f-a4480958094c,Red Elemental Blast,SUM,171,bb329a5c-b9f9-4973-a53f-090024146325,1,R,Instant
3394cefd-a3c6-4917-8f46-234e441ecfb6,Rhystic Study,PCY,45,53236dd7-845a-444c-96d5-f41ed7325d8f,3,U,Enchantment
339f83ca-4f46-4246-be23-5ca4add31d81,"Ulamog, the Defiler",MH3,383,97836c48-8777-4b4e-98fb-e99204f38bdd,10,,Legendary Creature — Eldrazi
33a1fe45-52d2-4c50-bedc-eee156ab69c8,Burning of Xinye,PTK,104,3a3cec13-4766-40d2-88e0-41bcdd5249e9,6,R,Sorcery
33a931b6-607c-4cbb-ad1e-14e2cad14947,Birds of Paradise,SLD,1148,d3a0b660-358c-41bd-9cd2-41fbf3491b1a,1,G,Creature — Bird
33ace025-c949-482d-bb6a-b3ad13bc981c,Deadly Rollick,TLE,309,0456ec64-2c81-4763-a352-8ff64a4c3d6b,4,B,Instant
340c5799-4964-44dd-8c48-8f3f3aba5211,Badgermole Cub,TLA,167,2b0afb89-0944-4861-b9c3-e909e2ac215e,2,G,Creature — Badger Mole
341292df-b9bd-4796-a12d-10fb67c91040,Ravages of War,PIP,354,265236d1-d96c-4424-835e-a0fe91c41170,4,W,Sorcery
3455b006-9ea5-4aef-8ad2-d0701eb0cacf,Farmstead,LEA,19,0d71b157-09a0-4fd4-beb9-103117a784ad,3,W,Enchantment — Aura
3458b6d2-9c82-43b1-8344-50cf39885aec,Dragon Engine,SUM,246,727a6474-d5b5-42ab-ace3-352d28f499eb,3,,Artifact Creature — Construct
34761bda-03f9-4607-bb01-10b1598509f7,Ancient Silver Dragon,CLB,366,939556c8-e363-4453-a624-ca52b151467e,8,U,Creature — Elder Dragon
347a7b0f-1239-4113-827c-aa67a6e0552e,Command Tower,SLD,744,0895c9b7-ae7d-4bb3-af17-3b75deb50a25,0,,Land
34855fa8-959d-45a2-ad91-8b17019755be,Forcefield,LEB,244,bd6823fb-a696-4e6d-9c5e-3b55dfe03730,3,,Artifact
349f13c9-9a4e-4460-873e-fec58798646c,Bitterblossom,MM2,71,fb868840-09fa-49b1-85cb-b08ad065e972,2,B,Kindred Enchantment — Faerie
34a0203f-9cce-43a4-9cb7-8ce6647895cd,Vampiric Tutor,DMR,108,ededbdae-d9dc-4206-9335-d7158f2d7700,1,B,Instant
34f0f4cb-1ef6-44cd-8cca-1d1e138c0344,Time Warp,STA,85,dbd6a94b-62ff-4a10-9d52-bdd90b26e425,5,U,Sorcery
35148573-7788-4023-a63c-4a09f48273c1,Dimir Signet,SLD,287,7d881c57-0bd9-4c57-aa4a-b10808b86143,2,BU,Artifact
351eea06-f5be-4044-b3b3-cc6bf805abb1,Generous Plunderer,BIG,41,91c835d1-22ca-4c90-9ba6-c8e01bbc0347,2,R,Creature — Human Rogue
3541ff97-f630-44f0-964d-b7d7f9353da5,Painter's Servant,SPG,147,baf93873-35e6-4bf2-bdcc-78a5206422fb,2,,Artifact Creature — Scarecrow
35a335bf-7358-460f-b7c9-1e8bc4300f64,Candelabra of Tawnos,ATQ,43,c7c7bffa-442d-4ba5-b778-ad394c192f27,1,,Artifact
35c3a78d-cc79-4187-929a-8aa1d1469990,Simulacrum,LEA,128,20d69989-7250-40c7-a064-8ed78ccbe556,2,B,Instant
35dbe45e-16df-4ebb-a76a-df24124de23b,Bloom Tender,SLD,284,0c23fefe-9891-4dd8-9bb1-eebdb3274e31,2,G,Creature — Elf Druid
35e56360-6104-48f3-a54d-ad2d4fab900e,"Lu Bu, Master-at-Arms",PPTK,115b,ff959f1f-0982-4761-a6b0-3044dff1d617,6,R,Legendary Creature — Human Soldier Warrior
35f76198-f04c-433b-823f-e99ea54c01ee,Luxury Suite,CLB,602,819e1765-8325-4e6f-89c1-63ea86de369f,0,BR,Land
36204ddd-ddf7-4b44-ae3c-b4a5a41ac9cb,Mahamoti Djinn,LEA,64,c39ea5f9-6ec0-4697-897b-779e326754a7,6,U,Creature — Djinn
362f1fe9-20af-434c-9957-7a1a564d89e6,Hellfire,LEG,105,e7b1975d-9574-4333-8530-33167948078a,5,B,Sorcery
3636ecb1-8bb9-49aa-a40b-c0d0b3b71158,"Loki, Lord of Misrule",MSC,628,20ec130f-05b4-4fbf-a54f-5874ae7ef90f,4,U,Legendary Creature — God Sorcerer Villain
3668996e-659d-413b-84e6-9f3099518d7f,Skullclamp,SLD,1112,65986c1b-8e51-4604-b685-d82fa7d1263a,1,,Artifact — Equipment
367dbefe-3366-408e-9fcf-7dc00f8cc201,Giant Growth,LEA,197,5748ebf1-24e3-499d-ab7c-c2cebd462a24,1,G,Instant
36a94a6d-26b1-4486-9444-ec366e6f4d6e,Air Elemental,LEB,47,7744bae4-a8b7-44a5-9b4c-0048ad4cc448,5,U,Creature — Elemental
36b94d0d-fbe5-4f32-af02-bbe3ab2e234a,Black Knight,2ED,95,9456c5b6-946d-403a-8ed0-dff9f921d98c,2,B,Creature — Human Knight
36f7dc8e-e02a-4ceb-8767-2875f86e6811,Aspect of Wolf,LEB,185,77b7277d-90a1-4774-a998-8c35c3f94e4a,2,G,Enchantment — Aura
3724d842-367e-4bed-8314-fdfa7440f6ec,"Animar, Soul of Elements",PLST,A25-196,725880b2-1675-414f-b61b-cf6533797dbf,3,GRU,Legendary Creature — Elemental
374d7383-a1a7-4eea-91f7-290180e14cc9,Buster Sword,FIN,255,5e060d58-4d6e-425c-b7d4-727669fcce5b,3,,Artifact — Equipment
37634ffe-788f-4262-88e8-5ab7c7ca74d6,Howling Mine,LEB,248,d26b27db-a567-4631-b4b6-7294222fbdd1,2,,Artifact
3766383d-6e3d-472c-ac7b-f3521ee214af,"Sauron, the Dark Lord",LTR,744,9f8f29ba-7e64-455d-be05-ec7973f2bd0a,6,BRU,Legendary Creature — Avatar Horror
376cb9e5-89fb-4091-8a20-140bb6de0ef6,Fire Elemental,LEB,149,3912d21e-1ebc-4a81-9dc9-f404248d564a,5,R,Creature — Elemental
3792c6ef-c4e6-4923-9a51-7d28fbc5c393,Helm of Chatzuk,LEA,246,948e3bb7-8265-4e95-acd1-a0c4f22441df,1,,Artifact
37bc0128-a8d0-477c-abcf-2bdc9e38b872,God-Eternal Rhonas,PS19,163,fc4f2cdb-966c-4576-8b37-b3d138f5710e,5,G,Legendary Creature — Zombie God
37c7890a-86dc-4a97-a7ce-1436fa22d0c0,Web,LEA,228,5aa12aff-db3c-4be5-822b-3afdf536b33e,1,G,Enchantment — Aura
37c9b9d7-2fa7-4710-94bb-c55ee7bf598c,Urza's Workshop,BRC,28,71099427-e110-488f-ab29-7867241fc7f0,0,,Land — Urza's
